restaurant name,restaurant type,cuisines type,rate (out of 5),avg cost (two people),area,city
Hotel China Town,Restaurant,Chinese,3.3,450,Chakala,Mumbai
New Shiv Sagar,Restaurant,"Fast Food,North Indian,South Indian,Chinese",3.4,500,Old Panvel,Mumbai
Katta Misal House,Restaurant,"Maharashtrian,Street Food",3.4,250,Dombivali East,Mumbai
Kamdar Sweets,Restaurant,Mithai,3.7,200,Grant Road,Mumbai
Chang Bhal,Restaurant,"North Indian,Seafood,Chinese",3.6,350,Lower Parel,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Chang Bhal,Restaurant,"North Indian,Seafood,Chinese",3.6,350,Lower Parel,Mumbai
Swastik Lunch Home,Restaurant,"North Indian,Chinese,Seafood",3.4,450,Kamothe,Mumbai
Hotel Pushpvihar,Restaurant,"South Indian,Street Food",3.4,350,Ghatkopar East,Mumbai
Saptami Express - Holiday Inn,Restaurant,"Fast Food,Bakery",3.7,1100,Holiday Inn-- Sakinaka,Mumbai
Pushparaj,Restaurant,"Chinese,North Indian,Seafood,Mughlai",3.5,500,Santacruz East,Mumbai
Sahyadri,Restaurant,"Chinese,North Indian,Seafood",3.5,550,Mumbai Central,Mumbai
Bharati,Restaurant,"South Indian,North Indian,Chinese,Fast Food",3.2,400,Marol,Mumbai
Debnath Chinese Food,Restaurant,"Chinese,Seafood",3.5,350,Mira Road,Mumbai
Shanti,Restaurant,"Chinese,Street Food,North Indian,South Indian",2.7,300,Malad West,Mumbai
Prasadam Pure Veg Restaurant,Restaurant,"North Indian,Chinese,South Indian,Fast Food,Beverages",3.5,450,Near Andheri East Station,Mumbai
Ramdev Pure Veg,Restaurant,"North Indian,Chinese,South Indian,Fast Food,Maharashtrian",3.5,600,Vashi,Mumbai
Saikripa Veg,Restaurant,"North Indian,South Indian,Fast Food",3.7,450,Goregaon West,Mumbai
All Seasons,Restaurant,"North Indian,Chinese,Biryani",3.5,900,Borivali East,Mumbai
Chop 'S' tick,Restaurant,"Chinese,Seafood",3.4,750,Near Andheri West Station,Mumbai
Mayra's Kitchen,Restaurant,Chinese,2.7,300,New Panvel,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Virgin Street Cafe,Restaurant,Cafe,3.7,300,Kharghar,Mumbai
Heerson,Restaurant,Mithai,3.8,150,Vile Parle East,Mumbai
Mirch Masala,Restaurant,"North Indian,Chinese,Seafood",2.8,500,Kamothe,Mumbai
Circuit Sandwich Centre,Restaurant,Fast Food,3.6,150,Borivali West,Mumbai
Cafe Garden,Restaurant,"Street Food,North Indian",3.5,350,Near Andheri East Station,Mumbai
Sanjay Sandwich Centre,Restaurant,Fast Food,3.2,150,Veera Desai Area,Mumbai
Ratna Family Restaurant & Bar,Restaurant,"North Indian,Chinese,Mughlai,Seafood",3.5,600,Bhandup,Mumbai
Udupi Fish Land,Restaurant,"Chinese,Fast Food,North Indian,Seafood,South Indian",3.2,700,Vasai,Mumbai
Special Tea House,Restaurant,"South Indian,North Indian,Chinese,Street Food,Tea",3.7,400,Grant Road,Mumbai
Marwaadi,Restaurant,Rajasthani,2.7,400,Kandivali West,Mumbai
Mamledar Misal,Restaurant,Maharashtrian,3.3,200,Ghatkopar East,Mumbai
Hot N Spicy,Restaurant,Chinese,3.0,400,Mira Road,Mumbai
Hotel Shree Prabhu Niketan,Restaurant,"North Indian,Chinese,South Indian,Beverages",3.2,900,Malad East,Mumbai
Delhi Dine Restaurant,Restaurant,"Chinese,North Indian,Mughlai",3.5,500,Vikhroli,Mumbai
Hotel Radhakrishna,Restaurant,"Chinese,North Indian,Fast Food,South Indian",3.4,450,Wagle Estate-- Thane West,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Food Tales,Restaurant,"Fast Food,Beverages",3.8,300,Vile Parle East,Mumbai
The Yellow Cup,Restaurant,"Cafe,Healthy Food,Salad,Juices",4.0,800,Oshiwara-- Andheri West,Mumbai
U Juice & Salad Bar,Restaurant,"Juices,Healthy Food",3.4,350,Mazgaon,Mumbai
Asian Spice,Restaurant,"Seafood,North Indian,Chinese,Mughlai,Thai",3.1,800,Vasai,Mumbai
Karan's Koliwada,Restaurant,"North Indian,Chinese",3.7,450,Kandivali East,Mumbai
Yashraj Da Dhaba,Restaurant,"North Indian,Chinese,Seafood",-,400,Vasai,Mumbai
Le Dolce Pasticceria,Restaurant,"Bakery,Desserts",-,350,Mahim,Mumbai
Hotel Konkan Construction,Restaurant,"Seafood,Chinese,North Indian",-,250,Vikhroli,Mumbai
Milk Licious,Restaurant,Beverages,NEW,250,Charni Road,Mumbai
Malhar Snacks,Restaurant,"Chinese,Fast Food",NEW,550,Chembur,Mumbai
Zaika Fast Food,Restaurant,Chinese,NEW,250,Kamothe,Mumbai
The Bittersweet Bakery,Restaurant,"Bakery,Belgian,Desserts",3.7,300,Matunga East,Mumbai
Shabri,Restaurant,Chinese,NEW,400,Mulund West,Mumbai
Yewale Amruttulya,Restaurant,Beverages,NEW,100,CBD-Belapur,Mumbai
Bhami Malvani and Koli Foods,Restaurant,"Malwani,Chinese",NEW,300,Jogeshwari,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Aa-cha Pot,Restaurant,Cafe,NEW,400,Vashi,Mumbai
Katta Misal House,Restaurant,"Maharashtrian,Street Food",3.4,250,Dombivali East,Mumbai
Hotel Mohan Punjab,Restaurant,"Chinese,North Indian,Seafood",3.3,600,Goregaon East,Mumbai
Madina,Restaurant,South Indian,3.9,250,Mahim,Mumbai
Disha's Pizza Inn,Restaurant,"North Indian,Chinese,Pizza,Biryani,Seafood",3.0,700,Virar,Mumbai
Usmania Hotel,Restaurant,"North Indian,Chinese",3.4,300,Mohammad Ali Road,Mumbai
Solkadhi Live,Restaurant,"Malwani,Seafood",3.7,550,Owale-- Thane West,Mumbai
Agri Katta,Restaurant,"North Indian,Maharashtrian",3.4,300,Owale-- Thane West,Mumbai
Gaurav Restaurant & Bar,Restaurant,"Chinese,North Indian,Mughlai",2.8,500,Dombivali West,Mumbai
Citizen Chinese,Restaurant,Chinese,3.2,300,Nalasopara,Mumbai
Hotel Sahil,Restaurant,"North Indian,Mughlai,Chinese",3.4,450,Airoli,Mumbai
Garam Masala Rest-O-Bar,Restaurant,"Chinese,North Indian,Biryani",3.5,550,Bandra East,Mumbai
Konkan Kubera,Restaurant,"Chinese,North Indian,Seafood",3.7,700,Annex Mall-- Borivali East,Mumbai
Eatalia,Restaurant,"Italian,Pizza",3.6,600,Growel's 101 Mall-- Kandivali East,Mumbai
Shanghai Roof,Restaurant,Chinese,3.2,300,Malad West,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Beingfit Kitchen,Restaurant,"Healthy Food,American,Continental",3.6,600,Oshiwara-- Andheri West,Mumbai
Bharat A-One Kolkata Rolls,Restaurant,"Bengali,Fast Food,Rolls",3.5,250,Kopar Khairane,Mumbai
Friends Chinese Hotel,Restaurant,"North Indian,Chinese",3.3,400,Ghansoli,Mumbai
Zafire Express,Restaurant,"North Indian,Mughlai,Biryani",3.7,800,Kandivali East,Mumbai
Mahalaxmi Kitchen,Restaurant,Chinese,3.7,450,Mulund West,Mumbai
Faanoos Dhaba,Restaurant,North Indian,3.6,500,Kalyan,Mumbai
Bamboo Spice,Restaurant,"Chinese,North Indian,Continental",3.8,550,Virar,Mumbai
Ashish Dining Pure Veg,Restaurant,"North Indian,South Indian,Chinese",3.2,650,Owale-- Thane West,Mumbai
Agri Katta,Restaurant,"North Indian,Maharashtrian",3.4,300,Owale-- Thane West,Mumbai
Solkadhi Live,Restaurant,"Malwani,Seafood",3.7,550,Owale-- Thane West,Mumbai
Gaurav Restaurant & Bar,Restaurant,"Chinese,North Indian,Mughlai",2.8,500,Dombivali West,Mumbai
Citizen Chinese,Restaurant,Chinese,3.2,300,Nalasopara,Mumbai
Hotel Sahil,Restaurant,"North Indian,Mughlai,Chinese",3.4,450,Airoli,Mumbai
Garam Masala Rest-O-Bar,Restaurant,"Chinese,North Indian,Biryani",3.5,550,Bandra East,Mumbai
'N' Cube China Town,Restaurant,Chinese,2.9,300,Khopat-- Thane West,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Spicy Chinese Corner,Restaurant,Chinese,3.3,450,Mira Road,Mumbai
3 States Kitchen,Restaurant,"North Indian,South Indian,Maharashtrian",3.9,400,Kharghar,Mumbai
Mumbai Biryani & Chinese,Restaurant,"Biryani,Chinese",2.9,500,Dombivali East,Mumbai
Pizza Street,Restaurant,"Pizza,Fast Food",2.8,500,Airoli,Mumbai
Rahasya,Restaurant,Fast Food,3.9,600,Marol,Mumbai
Kitchen MH47,Restaurant,"North Indian,Chinese,Seafood",3.8,500,Dahisar East,Mumbai
Taste of Paratha,Restaurant,North Indian,3.5,300,Vile Parle East,Mumbai
Sanaya's Veg Treat,Restaurant,"North Indian,Chinese,Fast Food",3.5,400,Bandra Kurla Complex,Mumbai
Bell Pepper,Restaurant,"Chinese,Thai,North Indian",3.4,600,Vasai,Mumbai
The Spice Kitchen,Restaurant,"North Indian,Chinese",3.4,500,Bhandup,Mumbai
Eats & Treats,Restaurant,"Bakery,Continental,Fast Food,Desserts",3.5,400,Kandivali East,Mumbai
F For Fries,Restaurant,Fast Food,3.6,400,Mazgaon,Mumbai
Sichuan Bistro,Restaurant,"Chinese,Thai,Asian",3.9,600,Mahim,Mumbai
Kokan Kinara,Restaurant,"Seafood,North Indian,Chinese",3.4,600,Kopar Khairane,Mumbai
Black Pepper,Restaurant,Chinese,3.2,600,Kalyan,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Tik Tik Tadka,Restaurant,"Chinese,North Indian",3.0,400,New Panvel,Mumbai
Tongue Twista,Restaurant,"Cafe,Fast Food",3.6,400,Kalyan,Mumbai
Jagdish Fast Food,Restaurant,Street Food,3.6,300,Dombivali East,Mumbai
Saffron,Restaurant,"Continental,North Indian",3.5,600,Borivali East,Mumbai
China East,Restaurant,Chinese,3.1,200,Chandivali,Mumbai
Coffee Fries & Gossips,Restaurant,"American,Cafe,Italian,Fast Food,Desserts,Burger,Pizza",3.8,350,Kamothe,Mumbai
Brick Oven,Restaurant,Fast Food,3.6,400,Vasai,Mumbai
Veg Lord,Restaurant,"Chinese,North Indian,Street Food",2.9,500,Dombivali East,Mumbai
Santosh Juice Centre,Restaurant,Juices,3.6,200,Chembur,Mumbai
Faanoos Dhaba,Restaurant,North Indian,3.6,500,Kalyan,Mumbai
Mahalaxmi Kitchen,Restaurant,Chinese,3.7,450,Mulund West,Mumbai
Mukta's Cakes,Restaurant,"Desserts,Bakery",3.8,200,Nerul,Mumbai
Tea Post,Restaurant,"Fast Food,Tea,Beverages",3.3,200,Malad West,Mumbai
Italian Pizzeria,Restaurant,Fast Food,3.3,500,Airoli,Mumbai
Sheikh Chilli's,Restaurant,"Seafood,Chinese,Asian,Thai",3.8,700,Sion,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Sukh Sagar,Restaurant,"Fast Food,South Indian",4.0,250,Charni Road,Mumbai
Hotel Ashish,Restaurant,"North Indian,Chinese,Mughlai,Seafood,Biryani",3.6,450,Kandivali West,Mumbai
Guilt Trip,Restaurant,Desserts,4.2,550,Carter Road-- Bandra West,Mumbai
The Peking Tom,Restaurant,"Chinese,Thai,Seafood",4.0,1000,Malad West,Mumbai
Not Justa Cafe,Restaurant,"North Indian,Mexican,Chinese,Italian",4.1,600,Vile Parle East,Mumbai
Burrraahh,Restaurant,"North Indian,Biryani",4.0,800,Marol,Mumbai
Night Owl,Restaurant,"Chinese,Rolls,Asian,Thai",4.1,600,Khar,Mumbai
Namaskar NX,Restaurant,"Malwani,North Indian,Chinese",3.9,1200,Borivali West,Mumbai
Food24 by Niteappetite,Restaurant,"Chinese,North Indian,Healthy Food",3.7,500,Airoli,Mumbai
LMNOPQ Asian Kitchen,Restaurant,"Thai,Asian,Chinese,Japanese",3.8,1200,Khar,Mumbai
LSD - Love Sugar & Dough,Restaurant,"Bakery,Desserts,Ice Cream",3.9,450,Vashi,Mumbai
The Joy Pizzateria,Restaurant,Pizza,4.0,750,Malad West,Mumbai
Chinese Zone,Restaurant,"Chinese,Fast Food",3.4,400,Malad West,Mumbai
Ohh!!Dilli,Restaurant,"North Indian,Street Food",NEW,200,Malad West,Mumbai
Stewpot,Restaurant,"North Indian,Chinese,Thai,Biryani",3.6,300,Goregaon East,Mumbai
NAME,Restaurant,CUSINE_CATEGORY,RATING,PRICE,REGION,CITY
Mulino's,Restaurant,"Chinese,North Indian",3.4,550,Airoli,Mumbai
Raju's Malvani Mejwan,Restaurant,"Fast Food,Malwani",3.7,300,Dadar Shivaji Park,Mumbai
The Kuku's Bake Shop,Restaurant,"Fast Food,Bakery",3.4,300,Kharghar,Mumbai
Parsi Bakery,Restaurant,"Bakery,Fast Food,Desserts",3.5,350,Worli,Mumbai
Cakes & Things,Restaurant,"Bakery,Desserts",3.8,400,Nerul,Mumbai
Zafire Express,Restaurant,"North Indian,Mughlai,Biryani",3.7,800,Kandivali East,Mumbai
Beingfit Kitchen,Restaurant,"Healthy Food,American,Continental",3.6,600,Oshiwara-- Andheri West,Mumbai
Mithaas,Restaurant,Mithai,3.7,600,Mumbai Central,Mumbai
Street Foods by Punjab Grill,Restaurant,"Street Food,North Indian,Chinese",3.3,450,Phoenix Marketcity-- Kurla,Mumbai
New Global Chinese,Restaurant,"North Indian,Chinese",2.9,400,Virar,Mumbai
